ID,householdID,communityID,intro_infselect,intro_infselect_1,inf1_rtr,notice1,inf2_rtr,notice2,inf3_rtr,informant_selection,inf1_noiwreason,inf2_noiwreason,infother_reason,dd001_w4,dd002_w4,dd003_w4,dd004_w4,dd005_w4,dd006_w4,dd007_w4,dd008_w4,dd009_w4,dd010_w4,dd011_w4,dd012_w4,dd013_w4,dd014_w4,dd015_w4,dd016_w4,dd017_w4,dd018_w4,dd019_w4,dd020_w4,dd021_w4,dd022_w4,dd023_w4,dd024_w4,dd025_w4,dd026_w4,dd027_w4,dd028_w4,dd029_w4,dd030_w4,dd031_w4,dd032_w4,dd033_w4,dd034_w4,dd035_w4,dd036_w4,dd037_w4,dd039_w4,dd040_w4,dd041_w4,dd042_w4,dd043_w4,dd044_w4,dd045_w4,dd046_w4,dd047_w4,dd048_w4_s1,dd048_w4_s2,dd048_w4_s3,dd048_w4_s4,dd048_w4_s5,dd048_w4_s6,dd049_w4,dd050_w4,dd051_w4,versionID
324045319001,3240453190,3240453,1,,1,2,,,,1,,,,70,1,4,1,48.0,1,1,2,2,2,2,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,2,2,2,2,1,1,0,0,0,0,0,6,2,2,,20200914
324045319002,3240453190,3240453,1,,8,2,,,,1,,,,61,2,1,8,61.0,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,8,3,3,2,1,2,1,8,8,1,8,8,8,1,1,3,1,1,1,1,1,1,8,8,8,1,0,0,3,4,0,0,2,2,,20200914
324045311002,3240453110,3240453,1,,2,1,9,2,,1,,,,48,1,5,2,,1,1,2,2,2,2,3,3,3,3,4,4,3,3,4,3,3,3,6,5,3,4,6,6,3,6,3,3,3,3,3,3,1,1,1,1,1,2,2,1,1,0,0,0,0,0,6,1,2,,20200914
324045306001,3240453060,3240453,1,,2,2,,,,1,,,,30,1,5,2,,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,5,4,3,3,6,6,3,6,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,2,2,,20200914
324045302002,3240453020,3240453,1,,2,2,,,,1,,,,52,2,1,2,,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,8,3,3,3,3,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,6,2,2,,20200914
324045302001,3240453020,3240453,1,,1,2,,,,1,,,,82,1,2,1,53.0,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,5,5,5,5,5,5,1,1,1,2,2,2,2,2,2,0,0,0,0,0,6,2,2,,20200914
324045318002,3240453180,3240453,1,,1,2,,,,1,,,,65,1,5,1,40.0,1,2,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,6,6,3,3,6,6,3,6,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,6,1,2,,20200914
324045318001,3240453180,3240453,1,,1,2,,,,1,,,,63,2,1,1,40.0,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,3,6,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,0,0,0,4,0,0,1,2,,20200914
324045312001,3240453120,3240453,1,,4,2,,,,1,,,,65,1,2,4,,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,6,2,2,,20200914
324045324001,3240453240,3240453,1,,1,2,,,,1,,,,71,1,2,1,50.0,1,1,2,2,2,2,3,3,3,3,4,4,3,4,4,4,3,4,4,4,4,4,4,6,6,6,4,4,4,4,4,3,1,1,1,2,2,2,2,1,1,0,0,0,0,0,6,2,2,,20200914
324045324002,3240453240,3240453,1,,1,2,,,,1,,,,70,2,1,1,50.0,1,1,2,2,2,2,3,3,3,4,4,4,3,5,4,4,1,3,3,5,5,5,5,5,4,3,4,5,3,3,3,5,1,1,1,2,2,2,2,1,1,0,0,0,0,0,6,2,2,,20200914
324045308001,3240453080,3240453,1,,1,2,,,,1,,,,63,2,1,1,47.0,1,1,2,2,2,2,3,3,3,3,4,3,3,3,4,4,3,3,6,4,5,4,3,5,4,6,3,3,3,3,5,5,1,1,1,1,1,2,1,1,1,0,0,0,0,0,6,2,2,2,20200914
324045308002,3240453080,3240453,1,,1,2,,,,1,,,,64,1,5,1,47.0,1,1,1,2,2,2,3,3,3,5,4,4,3,4,4,4,4,3,5,5,4,5,6,6,4,6,4,4,3,3,4,4,1,1,1,2,2,2,2,1,1,0,0,0,0,0,6,2,2,2,20200914
324045331001,3240453310,3240453,1,,2,2,,,,1,,,,49,2,2,2,,5,2,2,2,2,2,4,3,3,3,8,3,3,8,8,8,3,3,8,8,8,8,8,6,3,6,8,3,3,6,3,3,1,1,1,1,1,8,1,1,1,0,0,0,0,0,6,2,2,,20200914
324045307001,3240453070,3240453,1,,1,2,,,,1,,,,58,2,4,1,35.0,1,1,2,2,2,2,5,4,6,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,6,6,6,5,5,5,5,5,1,1,1,2,2,2,2,1,1,0,0,0,0,0,6,2,2,,20200914
324045104001,3240451040,3240451,1,,9,2,,,,1,,,,50,2,5,9,30.0,3,2,2,2,2,2,4,4,4,4,4,4,6,3,4,4,5,5,5,5,5,4,4,6,6,6,6,4,5,4,4,5,1,1,1,2,2,2,2,1,2,0,0,0,0,0,6,1,2,,20200914
324045104002,3240451040,3240451,1,,9,2,,,,1,,,,50,2,5,9,30.0,3,2,1,2,2,2,3,4,4,4,4,5,5,4,4,4,4,4,5,5,4,8,6,6,6,6,6,5,6,5,4,5,1,1,1,2,2,2,2,1,2,0,0,0,0,0,6,1,2,,20200914
324045119001,3240451190,3240451,1,,8,2,,,,1,,,,41,1,5,8,41.0,2,2,2,2,2,2,3,3,4,3,4,4,4,4,4,5,4,4,5,5,5,5,5,5,5,6,6,4,4,4,5,4,1,1,1,2,2,2,2,1,1,0,0,0,0,0,6,2,2,2,20200914
324045106002,3240451060,3240451,1,,1,2,,,,1,,,,70,2,2,1,55.0,1,1,1,2,2,2,3,3,3,5,3,5,3,3,3,3,5,3,3,5,3,5,5,6,5,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,6,2,2,,20200914
324045106001,3240451060,3240451,1,,1,2,,,,1,,,,73,1,4,1,55.0,1,1,2,2,2,2,3,3,3,3,5,5,3,3,3,3,3,3,3,3,3,3,6,6,3,6,6,3,3,3,3,4,1,1,1,1,2,2,2,1,1,0,0,0,0,0,6,2,2,,20200914
324045120001,3240451200,3240451,1,,2,2,,,,1,,,,39,1,4,2,,1,1,1,2,2,2,4,3,4,4,4,4,5,5,4,4,5,5,5,5,5,5,6,6,6,6,6,6,5,6,4,4,3,2,3,2,2,2,2,8,2,0,0,0,0,0,6,1,2,,20200914
324045114002,3240451140,3240451,1,,1,2,,,,1,,,,67,2,1,1,50.0,1,1,2,2,2,2,3,4,4,4,4,4,4,3,3,5,4,5,3,6,3,4,6,6,6,6,5,3,5,3,4,8,1,1,1,1,1,1,1,1,1,0,0,0,0,0,6,2,2,,20200914
324045114001,3240451140,3240451,1,,1,2,,,,1,,,,70,1,1,1,47.0,1,1,2,2,2,1,3,4,4,4,4,4,3,8,4,4,3,3,4,4,8,5,6,6,4,6,6,3,3,3,4,4,1,1,1,2,2,1,1,1,1,0,0,0,0,0,6,2,2,,20200914
324045103001,3240451030,3240451,1,,9,1,4,2,,1,,,,61,2,2,7,32.0,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,6,6,3,3,3,3,6,3,6,3,3,3,3,3,3,1,1,2,1,1,2,2,2,1,0,0,0,0,0,6,2,2,,20200914
324045112002,3240451120,3240451,1,,1,2,,,,1,,,,67,2,1,1,42.0,1,1,2,2,2,2,3,3,3,3,5,5,3,3,5,3,3,3,3,3,5,3,6,6,3,6,4,5,3,5,5,5,1,1,1,2,2,2,2,1,1,0,0,0,0,0,6,1,2,,20200914
324045112001,3240451120,3240451,1,,1,2,,,,1,,,,69,1,2,1,42.0,1,1,2,2,2,2,3,3,3,3,4,5,3,3,3,5,3,3,3,3,5,5,6,6,2,6,3,3,3,3,5,3,1,1,1,1,1,1,2,1,1,0,0,0,0,0,6,1,2,,20200914
324045108001,3240451080,3240451,1,,1,2,,,,1,,,,63,2,1,1,44.0,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,6,8,3,3,3,3,3,1,1,1,1,1,1,1,1,1,0,2,0,0,0,0,2,2,,20200914
324045108002,3240451080,3240451,1,,1,2,,,,1,,,,66,1,5,1,45.0,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,2,2,,20200914
324045107002,3240451070,3240451,1,,1,2,,,,1,,,,68,1,2,1,35.0,1,1,2,2,2,9,3,3,6,4,4,3,5,5,5,5,5,5,6,6,5,8,6,6,6,6,6,3,4,6,4,5,1,1,1,1,2,2,8,1,1,0,0,0,0,0,6,2,2,,20200914
324045107001,3240451070,3240451,1,,2,2,,,,1,,,,43,1,5,2,,1,1,2,2,2,2,4,3,3,4,4,4,3,3,4,3,3,4,5,5,4,4,4,3,6,6,3,3,3,4,4,5,1,1,1,2,2,2,2,1,1,0,0,0,0,0,6,1,2,,20200914
324045101002,3240451010,3240451,1,,1,2,,,,1,,,,68,2,4,1,50.0,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,6,2,2,,20200914
324045101001,3240451010,3240451,1,,1,2,,,,1,,,,68,1,5,1,50.0,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,6,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,6,2,2,,20200914
324045125001,3240451250,3240451,1,,2,2,,,,1,,,,47,1,5,2,,1,1,2,2,2,2,3,3,4,5,4,5,4,5,4,4,3,3,4,3,4,8,6,6,8,6,8,5,5,5,3,5,1,2,1,2,2,2,2,2,1,0,0,0,0,0,6,1,2,,20200914
324045115001,3240451150,3240451,1,,2,2,,,,1,,,,50,2,6,9,35.0,1,1,2,2,2,2,3,3,3,3,3,4,3,4,4,4,3,4,3,4,4,4,6,6,3,6,4,4,4,3,3,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,6,2,2,,20200914
324045128002,3240451280,3240451,1,,1,2,,,,1,,,,71,2,4,1,58.0,1,1,2,2,2,1,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2,1,1,1,0,0,0,4,0,0,2,2,,20200914
324045128001,3240451280,3240451,1,,1,2,,,,1,,,,70,1,4,1,50.0,1,1,2,2,2,2,4,3,3,3,3,4,3,3,3,4,4,3,3,3,4,4,2,3,3,6,6,4,4,4,3,4,1,1,1,2,2,2,2,1,1,0,0,0,0,0,6,2,2,,20200914
324045105001,3240451050,3240451,1,,9,2,,,,1,,,,41,1,5,9,41.0,4,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,8,2,3,3,4,2,3,3,6,6,4,3,3,3,3,1,1,1,1,2,1,1,1,1,0,0,0,0,0,6,2,2,2,20200914
321116108002,3211161080,3211161,1,,1,2,,,,1,,,,69,2,4,1,52.0,1,1,2,2,2,2,3,3,3,4,5,4,3,4,5,5,5,5,5,5,3,3,3,3,3,3,3,4,3,3,4,4,1,1,1,2,2,2,2,1,1,0,0,0,0,0,6,1,2,,20200914
321116108001,3211161080,3211161,1,,1,2,,,,1,,,,77,1,5,1,52.0,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2,2,1,1,0,0,0,0,0,6,1,2,,20200914
321116101002,3211161010,3211161,1,,1,2,,,,1,,,,68,2,4,1,50.0,1,1,1,2,2,2,4,3,3,5,3,3,4,4,5,5,5,3,3,3,3,4,3,3,4,4,3,4,4,4,5,5,1,1,1,2,2,2,2,1,1,0,0,0,0,0,6,2,2,,20200914
321116101001,3211161010,3211161,1,,1,2,,,,1,,,,70,1,5,1,50.0,1,1,2,2,2,2,3,4,3,3,4,5,3,3,5,3,3,3,4,4,3,5,5,3,3,5,3,3,3,3,3,3,1,1,1,2,2,2,2,2,1,0,0,0,0,0,6,2,2,,20200914
321116103001,3211161030,3211161,1,,2,2,,,,1,,,,67,1,4,2,,1,1,1,1,2,2,3,3,4,3,3,4,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2,2,1,1,0,0,0,0,0,6,2,2,,20200914
321116123002,3211161230,3211161,2,不配合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200914
321116123001,3211161230,3211161,2,不配合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200914
321116110001,3211161100,3211161,1,,2,2,,,,1,,,,46,2,8,2,,2,1,2,2,2,2,3,3,3,3,3,4,3,3,4,3,3,3,4,4,3,4,4,4,3,4,4,3,3,3,3,3,1,1,1,1,1,2,2,1,1,0,0,0,0,0,6,2,2,,20200914
321116118001,3211161180,3211161,1,,6,2,,,,1,,,,79,2,1,6,14.0,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,1,3,3,1,1,3,3,1,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,6,2,2,,20200914
321116109002,3211161090,3211161,1,,2,2,,,,1,,,,50,1,4,2,,1,2,2,2,2,2,3,3,3,3,3,3,3,8,3,3,4,1,8,3,3,8,8,3,3,3,8,3,3,3,3,8,1,1,1,1,1,2,1,1,1,0,0,0,0,0,6,2,2,,20200914
321116115001,3211161150,3211161,1,,1,2,,,,1,,,,59,1,6,1,28.0,1,2,2,2,2,2,3,4,4,4,4,4,4,3,4,4,3,3,3,4,3,4,3,3,3,6,3,3,3,3,3,3,1,1,1,1,2,2,2,1,1,0,0,0,0,0,6,2,2,,20200914
321116102002,3211161020,3211161,1,,1,2,,,,1,,,,41,2,5,1,25.0,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,6,2,2,,20200914
321116112002,3211161120,3211161,1,,1,2,,,,1,,,,67,2,2,1,50.0,1,1,2,2,2,2,2,2,3,3,3,4,3,3,3,3,3,4,4,2,3,3,3,3,4,3,2,2,2,3,4,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,6,2,2,,20200914
321116112001,3211161120,3211161,1,,1,2,,,,1,,,,71,1,5,1,50.0,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,6,3,6,3,3,2,3,3,3,1,1,1,1,1,2,1,1,1,0,0,0,0,0,6,2,2,,20200914
321116105002,3211161050,3211161,1,,1,2,,,,1,,,,67,1,4,1,40.0,1,1,2,2,2,2,3,3,3,3,4,3,3,3,4,4,2,3,6,6,3,3,3,3,3,6,6,2,3,3,2,2,1,1,1,1,1,2,1,1,1,0,0,0,0,0,6,2,2,,20200914
321116105001,3211161050,3211161,1,,1,2,,,,1,,,,65,2,5,1,40.0,1,1,2,2,2,2,3,3,3,3,3,4,3,3,4,4,3,3,3,6,8,8,8,3,3,6,8,8,3,6,6,6,1,1,1,1,8,2,1,1,1,0,0,0,0,0,6,2,2,,20200914
321116310001,3211163100,3211163,2,不愿推荐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200914
321116307001,3211163070,3211163,1,,1,2,,,,1,,,,62,2,5,1,37.0,1,2,2,2,2,2,4,3,4,3,4,3,3,4,4,4,2,3,4,5,4,4,4,3,3,3,3,3,3,3,3,3,1,1,1,2,2,2,2,1,1,0,0,0,0,0,6,2,2,,20200914
321116307002,3211163070,3211163,1,,1,2,,,,1,,,,62,1,6,1,37.0,1,1,2,2,2,2,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,1,1,2,1,1,2,1,1,1,0,0,0,0,0,6,2,2,,20200914
321116315002,3211163150,3211163,1,,1,2,,,,1,,,,71,2,4,1,50.0,1,1,2,2,2,2,3,3,3,3,3,3,3,3,4,4,3,3,4,4,3,3,3,3,3,6,3,3,3,3,3,3,1,1,1,1,1,2,1,1,1,0,0,0,0,0,6,1,2,,20200914
321116315001,3211163150,3211163,1,,1,2,,,,1,,,,72,1,7,1,50.0,1,1,2,2,2,2,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,1,1,1,1,1,2,1,1,1,0,0,0,0,0,6,1,2,,20200914
321116311001,3211163110,3211163,1,,9,2,,,,1,,,,52,2,4,9,1.0,1,1,2,2,2,2,1,1,1,1,2,3,1,1,2,2,3,3,3,2,3,3,3,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,8,1,1,1,0,0,0,0,0,2,2,,20200914
321116316002,3211163160,3211163,1,,1,2,,,,1,,,,63,2,6,1,40.0,1,1,2,2,2,2,3,3,3,3,3,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,2,2,1,1,1,0,0,0,0,0,6,2,2,,20200914
321116316001,3211163160,3211163,1,,1,2,,,,1,,,,63,1,5,1,40.0,1,1,2,2,2,2,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,5,3,3,3,4,3,3,3,3,3,3,1,1,1,1,1,2,1,1,1,0,0,0,0,0,6,2,2,,20200914
321116323001,3211163230,3211163,1,,2,2,,,,1,,,,44,1,5,2,,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,3,6,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,6,1,2,,20200914
321116314002,3211163140,3211163,1,,2,2,,,,1,,,,43,1,6,2,,1,1,2,2,2,2,3,3,3,3,4,4,3,3,4,4,3,3,3,3,3,3,4,4,3,6,3,4,3,3,3,4,1,1,1,1,1,2,2,1,1,0,0,0,0,0,6,2,2,,20200914
321116304001,3211163040,3211163,1,,1,2,,,,1,,,,52,1,5,1,35.0,1,1,2,2,2,2,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2,1,1,1,0,0,0,0,0,6,1,2,,20200914
321116304002,3211163040,3211163,1,,9,2,,,,1,,,,30,2,9,9,5.0,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,6,1,2,,20200914
321116208001,3211162080,3211162,1,,2,2,,,,1,,,,30,2,9,2,,6,2,2,2,2,2,3,4,3,3,3,4,4,4,4,4,5,4,2,5,4,4,4,2,3,3,4,3,3,3,5,4,1,1,1,1,2,2,2,1,1,0,0,0,0,0,6,1,2,,20200914
321116204001,3211162040,3211162,1,,2,2,,,,1,,,,44,2,5,2,,5,2,2,2,2,2,3,3,3,4,3,3,3,3,8,3,3,3,3,4,3,3,6,8,3,4,3,3,3,3,3,3,1,1,1,1,1,2,1,1,1,0,0,0,0,0,6,1,2,,20200914
321116215001,3211162150,3211162,1,,1,2,,,,1,,,,80,2,5,1,77.0,1,1,2,2,2,2,3,3,3,3,3,4,3,3,4,3,3,4,3,3,3,4,2,3,3,3,3,3,3,3,3,4,1,1,1,1,1,2,2,1,1,0,0,0,0,0,6,1,2,,20200914
321116215002,3211162150,3211162,1,,1,2,,,,1,,,,79,1,7,1,77.0,1,1,2,2,2,2,3,4,4,4,4,3,3,3,4,4,5,3,4,4,4,3,4,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2,1,1,1,0,0,0,0,0,6,1,2,,20200914
321116213001,3211162130,3211162,1,,4,2,,,,1,,,,52,2,8,4,,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,8,3,3,8,2,3,3,3,3,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,6,2,2,,20200914
321116213002,3211162130,3211162,1,,1,2,,,,1,,,,61,2,5,1,40.0,8,1,2,2,2,2,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,1,1,1,2,1,2,2,1,1,0,0,0,0,0,6,1,2,,20200914
321116219001,3211162190,3211162,2,丧偶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200914
321116218002,3211162180,3211162,1,,1,2,,,,1,,,,62,1,1,1,43.0,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2,2,1,1,0,0,0,0,0,6,2,2,,20200914
321116218001,3211162180,3211162,1,,1,2,,,,1,,,,64,2,5,1,43.0,1,1,2,2,2,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,6,2,2,,20200914
321116220002,3211162200,3211162,1,,2,2,,,,1,,,,35,1,9,2,,2,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,6,1,2,,20200914
321116220001,3211162200,3211162,1,,2,2,,,,1,,,,35,1,9,2,,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2,1,1,1,0,0,0,0,0,6,1,2,,20200914
321116221002,3211162210,3211162,1,,1,2,,,,1,,,,67,2,5,1,46.0,1,1,2,2,2,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,2,1,1,0,0,0,0,0,6,1,2,,20200914
321116221001,3211162210,3211162,1,,1,2,,,,1,,,,66,1,5,1,46.0,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,6,1,2,,20200914
321116201002,3211162010,3211162,1,,6,2,,,,1,,,,62,1,6,6,0.5,6,2,2,2,2,2,2,3,3,3,4,4,3,3,4,4,3,3,3,4,4,3,4,3,3,3,3,3,3,4,3,3,1,1,1,1,1,2,2,1,1,0,0,0,0,0,6,1,2,,20200914
321131306001,3211313060,3211313,1,,2,2,,,,1,,,,37,2,7,2,,1,1,2,2,2,2,3,3,3,5,5,3,3,3,5,3,4,3,8,4,3,3,6,6,3,6,6,3,3,4,4,4,1,1,1,1,2,2,2,1,1,0,0,0,0,0,6,2,2,,20200914
321131311002,3211313110,3211313,1,,1,2,,,,1,,,,58,1,6,1,36.0,1,1,2,2,2,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,4,6,3,3,6,6,3,3,3,3,3,1,1,1,2,1,2,2,2,1,0,0,0,0,0,6,2,2,,20200914
321131313001,3211313130,3211313,1,,1,2,,,,1,,,,74,2,2,1,55.0,1,1,2,2,2,2,5,4,5,5,5,4,4,4,6,6,3,5,5,5,5,5,5,5,4,6,5,5,5,5,6,4,1,1,1,2,2,2,2,8,1,0,0,0,0,0,6,2,2,,20200914
321131313002,3211313130,3211313,1,,1,2,,,,1,,,,82,1,1,1,55.0,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,9,1,2,1,1,1,0,0,0,0,0,6,2,2,,20200914
321131318001,3211313180,3211313,1,,1,2,,,,1,,,,72,2,2,1,50.0,1,2,2,2,2,2,4,4,3,3,4,4,3,3,4,4,3,3,3,3,3,3,3,3,3,6,6,3,3,3,3,3,1,1,1,1,1,2,2,1,1,0,2,0,0,0,0,1,2,,20200914
321131318002,3211313180,3211313,1,,1,2,,,,1,,,,72,1,4,1,50.0,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,3,6,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,6,1,2,,20200914
321131327001,3211313270,3211313,1,,6,2,,,,1,,,,55,2,5,6,19.0,8,2,9,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,3,8,8,6,8,3,3,8,8,3,1,1,1,1,1,8,1,1,1,0,0,0,0,5,0,1,2,,20200914
321131307001,3211313070,3211313,1,,1,2,,,,1,,,,66,2,2,1,40.0,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,6,3,3,3,3,8,3,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,6,2,2,,20200914
321131307002,3211313070,3211313,1,,1,2,,,,1,,,,63,1,5,1,40.0,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,6,2,2,,20200914
321131309002,3211313090,3211313,1,,3,2,,,,1,,,,22,2,6,3,22.0,5,1,2,2,2,2,4,4,3,4,4,3,4,4,4,3,4,3,4,4,3,3,4,4,4,6,3,4,4,3,4,4,1,1,1,1,1,2,1,1,1,0,0,0,0,0,6,1,2,,20200914
321131309001,3211313090,3211313,1,,3,2,,,,1,,,,22,2,6,3,22.0,5,1,2,2,2,2,3,3,3,3,4,3,3,4,4,3,3,3,4,4,3,3,6,6,6,6,3,3,4,3,4,4,1,1,1,1,1,2,1,1,1,0,0,0,0,0,6,1,2,,20200914
321131328002,3211313280,3211313,1,,1,2,,,,1,,,,61,2,2,1,60.0,5,2,2,2,2,2,8,3,3,8,4,4,3,8,4,4,3,8,5,5,5,8,8,5,8,5,8,3,3,3,6,3,1,1,1,1,2,9,8,1,1,0,0,0,0,0,6,1,2,,20200914
321131328001,3211313280,3211313,1,,1,2,,,,1,,,,63,1,5,1,38.0,5,1,2,2,2,2,3,2,4,4,4,3,3,3,3,3,3,3,3,3,4,4,6,6,6,6,6,3,3,3,3,4,1,1,1,1,2,2,1,1,1,0,0,0,0,0,6,2,2,,20200914
321131330001,3211313300,3211313,1,,2,2,,,,1,,,,35,1,5,2,,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,3,6,6,3,6,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,6,1,2,,20200914
321131312002,3211313120,3211313,1,,1,2,,,,1,,,,69,2,5,1,48.0,1,1,2,2,2,2,3,3,3,4,3,3,3,4,4,4,3,3,4,3,3,3,3,3,3,6,3,3,3,3,3,3,1,1,1,1,1,2,1,1,1,0,0,0,0,0,6,2,2,,20200914
321131312001,3211313120,3211313,1,,1,2,,,,1,,,,72,1,5,1,52.0,1,1,2,2,2,2,3,3,3,3,3,3,3,3,4,3,3,4,4,3,3,3,3,6,3,6,6,3,3,3,3,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,6,2,2,,20200914
