ID,householdID,communityID,j001s1,j001s2,j001s3,j001s4,j001s5,j001s6,j002,j003,j004s1,j004s2,j004s3,j005,j006,j007
10400410402,104004104,1040041,1,e,e,e,e,e,,2,0,0,0,3,4,2
10400410202,104004102,1040041,e,2,e,e,e,e,2,1,0,0,0,5,4,1
10400410201,104004102,1040041,e,2,e,e,e,e,2,1,0,0,0,3,5,3
10400410302,104004103,1040041,e,2,e,e,e,e,3,2,0,0,0,1,5,3
10400410301,104004103,1040041,1,e,e,e,e,e,,1,0,0,0,3,4,3
10400412202,104004122,1040041,e,2,e,e,e,e,3,3,0,0,0,2,4,1
10400412201,104004122,1040041,e,2,e,e,e,e,3,3,0,0,0,3,4,3
10400410101,104004101,1040041,1,e,e,e,e,e,,1,0,0,0,2,5,3
10400410102,104004101,1040041,1,e,e,e,e,e,,1,0,0,0,2,5,3
10400411902,104004119,1040041,e,2,e,e,e,e,1,4,0,0,0,2,5,3
10400411901,104004119,1040041,1,e,e,e,e,e,,1,0,0,0,1,5,3
10400410601,104004106,1040041,1,e,e,e,e,e,,2,0,0,0,2,1,3
10400411802,104004118,1040041,1,e,e,e,e,e,,1,0,0,0,2,5,3
10400411801,104004118,1040041,1,e,e,e,e,e,,1,0,0,0,1,6,3
10400411201,104004112,1040041,1,e,e,e,e,e,,1,0,0,0,2,4,3
10400411002,104004110,1040041,1,e,e,e,e,e,,2,0,0,0,3,4,3
10400411001,104004110,1040041,e,2,e,e,e,e,3,2,0,0,0,3,4,2
10400411301,104004113,1040041,e,e,e,4,e,e,3,1,0,0,0,2,5,3
10400411302,104004113,1040041,1,e,e,e,e,e,,1,0,0,0,2,5,3
10400410501,104004105,1040041,1,e,e,e,e,e,,1,0,0,0,1,4,3
10400410502,104004105,1040041,1,e,e,e,e,e,,1,0,0,0,2,4,3
10400410701,104004107,1040041,e,2,e,e,e,e,2,2,0,0,0,1,5,3
10400410702,104004107,1040041,e,e,e,4,e,e,2,1,0,0,0,2,5,3
10400411102,104004111,1040041,e,2,e,e,e,e,3,3,0,0,0,2,4,3
10400411101,104004111,1040041,1,e,e,e,e,e,,3,0,0,0,2,4,3
10400412101,104004121,1040041,1,e,e,e,e,e,,1,0,0,0,2,4,3
10400412001,104004120,1040041,e,2,e,4,e,e,,2,0,0,0,1,5,3
10400412002,104004120,1040041,1,e,e,e,e,e,,4,0,0,0,2,4,3
10400410801,104004108,1040041,e,2,e,4,e,e,,3,0,0,0,2,5,2
10400410802,104004108,1040041,e,2,e,4,e,e,,3,0,0,0,3,4,2
10400411702,104004117,1040041,e,2,e,4,e,e,,2,0,0,0,2,5,3
10400411701,104004117,1040041,e,2,e,4,e,e,,1,0,0,0,2,5,3
10400420301,104004203,1040042,e,2,e,e,e,e,2,1,0,0,0,2,5,3
10400420302,104004203,1040042,1,e,e,e,e,e,,2,0,0,0,2,5,3
10400420602,104004206,1040042,e,e,e,4,e,e,1,1,0,0,0,5,5,3
10400420601,104004206,1040042,e,e,e,4,e,e,1,1,0,0,0,1,5,3
10400421201,104004212,1040042,e,2,e,e,e,e,3,1,0,0,0,1,5,3
10400421202,104004212,1040042,e,2,e,e,e,e,3,1,0,0,0,1,6,3
10400420102,104004201,1040042,1,e,e,e,e,e,,1,0,0,0,2,5,3
10400420802,104004208,1040042,e,2,e,e,e,e,1,1,0,0,0,4,4,3
10400420801,104004208,1040042,1,e,e,e,e,e,,2,0,0,0,2,5,3
10400421401,104004214,1040042,1,e,e,e,e,e,,1,0,0,0,2,5,3
10400420901,104004209,1040042,e,2,e,e,e,e,2,1,0,0,0,1,5,3
10400420902,104004209,1040042,1,e,e,e,e,e,,3,0,0,0,2,5,3
10400420502,104004205,1040042,e,2,e,e,e,e,3,1,0,0,0,2,5,3
10400420501,104004205,1040042,e,2,e,e,e,e,3,1,0,0,0,1,6,3
10400420702,104004207,1040042,e,e,e,4,e,e,3,2,0,0,0,3,5,2
10400420701,104004207,1040042,e,2,e,4,e,e,,2,0,0,0,1,6,3
10400421301,104004213,1040042,e,2,e,e,e,e,2,2,0,0,0,5,4,3
10400420401,104004204,1040042,e,e,e,4,e,e,3,2,0,0,0,2,4,3
10400421101,104004211,1040042,1,e,e,e,e,e,,2,0,0,0,2,5,3
10400421002,104004210,1040042,e,e,e,e,e,6,3,1,0,0,0,2,5,3
10400420201,104004202,1040042,e,2,e,e,e,e,3,2,0,0,0,2,5,3
10400420202,104004202,1040042,1,e,e,e,e,e,,1,0,0,0,2,5,3
10538120702,105381207,1053812,e,2,e,e,e,e,3,2,0,0,0,2,5,3
10538120701,105381207,1053812,e,2,e,e,e,e,3,1,0,0,0,2,5,3
10538122301,105381223,1053812,e,e,e,e,e,6,2,1,0,0,0,4,3,2
10538121602,105381216,1053812,1,e,e,e,e,e,,1,0,0,0,2,5,3
10538121601,105381216,1053812,1,e,e,e,e,e,,1,0,0,0,2,5,3
10538121302,105381213,1053812,e,e,e,4,e,e,3,1,0,0,0,1,6,3
10538121301,105381213,1053812,e,e,e,4,e,e,3,2,0,0,0,2,5,3
10538120401,105381204,1053812,e,2,e,4,e,e,,1,0,0,0,2,6,3
10538120402,105381204,1053812,e,e,e,4,e,e,3,2,0,0,0,2,5,3
10538121502,105381215,1053812,e,e,e,4,e,e,2,1,0,0,0,2,5,3
10538121501,105381215,1053812,e,e,e,4,e,e,2,1,0,0,0,1,6,3
10538121202,105381212,1053812,1,e,e,e,e,e,,2,0,0,0,2,5,2
10538121201,105381212,1053812,1,e,e,e,e,e,,1,0,0,0,3,4,2
10538122502,105381225,1053812,e,2,e,e,5,e,,1,0,0,0,2,6,3
10538122501,105381225,1053812,e,2,e,e,5,e,,1,0,0,0,1,5,3
10538120901,105381209,1053812,1,e,e,e,e,e,,1,0,0,0,2,5,3
10538121402,105381214,1053812,1,e,e,e,e,e,,1,0,0,0,2,5,3
10538121401,105381214,1053812,e,2,e,e,e,e,3,1,0,0,0,2,5,3
10538122801,105381228,1053812,1,e,e,e,e,e,,1,0,0,0,2,6,3
10538120202,105381202,1053812,e,2,e,e,e,e,3,1,0,0,0,2,6,3
10538120201,105381202,1053812,1,e,e,e,e,e,,1,0,0,0,2,5,3
10538122101,105381221,1053812,1,e,e,e,e,e,,1,0,0,0,2,5,3
10538120301,105381203,1053812,e,2,e,e,e,e,3,1,0,0,0,6,6,3
10538120302,105381203,1053812,e,e,e,4,e,6,,3,0,0,0,2,5,3
10538122001,105381220,1053812,e,2,e,e,e,e,2,3,0,0,0,2,6,3
10538122002,105381220,1053812,1,e,e,e,e,e,,1,0,0,0,1,5,3
10538120601,105381206,1053812,1,e,e,e,e,e,,2,0,0,0,2,5,2
10538120602,105381206,1053812,1,e,e,e,e,e,,2,0,0,0,2,5,3
10538122402,105381224,1053812,e,e,e,e,e,6,2,4,0,0,0,4,3,3
10538122401,105381224,1053812,1,e,e,e,e,e,,1,0,0,0,2,5,3
10538121901,105381219,1053812,1,e,e,e,e,e,,1,0,0,0,2,5,3
10538121902,105381219,1053812,1,e,e,e,e,e,,1,0,0,0,2,5,3
10538121701,105381217,1053812,e,2,e,e,e,e,3,2,0,0,0,2,5,3
10538121702,105381217,1053812,e,2,e,4,e,e,,1,0,0,0,1,6,3
10538120802,105381208,1053812,e,2,e,e,e,e,3,1,0,0,0,3,5,2
10538120801,105381208,1053812,1,e,e,e,e,e,,1,0,0,0,2,5,2
10538121102,105381211,1053812,e,e,e,4,e,e,3,1,0,0,0,2,5,3
10538121101,105381211,1053812,e,2,e,4,e,e,,1,0,0,0,1,5,3
10538121001,105381210,1053812,e,2,e,e,e,e,2,2,0,0,0,3,4,2
10538121002,105381210,1053812,1,e,e,e,e,e,,2,0,0,0,2,5,2
10538121802,105381218,1053812,e,2,e,e,e,e,3,2,0,0,0,3,4,2
10538121801,105381218,1053812,e,2,e,e,e,e,3,2,0,0,0,3,4,2
10538122701,105381227,1053812,e,e,e,e,5,e,2,1,0,0,0,3,5,3
10538120102,105381201,1053812,e,2,e,e,e,e,3,1,0,0,0,1,6,3
10538120101,105381201,1053812,e,e,e,4,e,e,3,1,0,0,0,6,6,3
10538120502,105381205,1053812,1,e,e,e,e,e,,1,0,0,0,3,5,2
10538120501,105381205,1053812,1,e,e,e,e,e,,1,0,0,0,3,5,3
10538122201,105381222,1053812,1,e,e,e,e,e,,1,0,0,0,2,5,3
10538122202,105381222,1053812,1,e,e,e,e,e,,1,0,0,0,2,5,3
10538122602,105381226,1053812,e,2,e,e,e,e,3,1,0,0,0,1,6,3
10538122601,105381226,1053812,e,2,e,e,e,e,3,2,0,0,0,1,5,3
10538132601,105381326,1053813,e,e,3,e,e,e,3,1,0,0,0,1,6,3
10538132602,105381326,1053813,e,2,e,e,e,e,2,1,0,0,0,1,2,3
10538131502,105381315,1053813,e,e,e,4,e,e,3,1,0,0,0,2,5,3
10538131501,105381315,1053813,e,e,e,4,e,e,3,3,0,0,0,2,5,3
10538131401,105381314,1053813,e,e,e,e,5,e,2,1,0,0,0,3,5,1
10538130202,105381302,1053813,1,e,e,e,e,e,,1,0,0,0,2,5,3
10538130201,105381302,1053813,1,e,e,e,e,e,,1,0,0,0,2,5,3
10538132401,105381324,1053813,e,2,e,e,e,e,3,1,0,0,0,2,1,3
10538132402,105381324,1053813,e,2,e,e,e,e,2,1,0,0,0,2,5,2
10538131601,105381316,1053813,e,e,e,e,5,e,2,1,0,0,0,2,5,3
10538130701,105381307,1053813,e,2,e,e,e,e,3,2,0,0,0,2,5,3
10538130702,105381307,1053813,e,2,e,e,5,e,,1,0,0,0,3,5,3
10538130402,105381304,1053813,e,2,e,e,e,e,3,2,0,0,0,2,6,3
10538130401,105381304,1053813,e,2,e,e,e,e,2,1,0,0,0,2,5,3
10538130802,105381308,1053813,1,e,e,e,e,e,,1,0,0,0,2,5,1
10538130801,105381308,1053813,e,2,e,e,e,e,3,1,0,0,0,3,4,3
10538131801,105381318,1053813,e,e,e,4,e,e,2,1,0,0,0,4,3,1
10538132101,105381321,1053813,e,e,e,4,5,e,,1,0,0,0,1,6,3
10538132102,105381321,1053813,e,e,e,4,e,e,3,1,0,0,0,1,6,3
10538131101,105381311,1053813,e,2,e,e,e,e,3,1,0,0,0,1,6,3
10538131102,105381311,1053813,e,e,e,e,e,6,3,4,0,0,0,4,4,3
10538131902,105381319,1053813,e,2,e,e,e,e,2,1,0,0,0,2,5,3
10538131901,105381319,1053813,1,e,e,e,e,e,,1,0,0,0,2,6,3
10538130102,105381301,1053813,e,2,e,e,e,e,3,1,0,0,0,1,6,3
10538130101,105381301,1053813,e,e,e,e,5,e,2,1,0,0,0,1,6,3
10538130902,105381309,1053813,e,2,e,e,e,e,2,1,0,0,0,1,6,3
10538130901,105381309,1053813,e,2,e,e,e,6,,1,0,0,0,1,5,3
10538132501,105381325,1053813,e,2,e,e,e,e,2,1,0,0,0,1,6,3
10538132502,105381325,1053813,e,2,e,e,e,e,2,2,0,0,0,2,5,3
10538131202,105381312,1053813,e,2,e,e,e,e,3,1,0,0,0,2,5,3
10538131201,105381312,1053813,e,2,e,e,e,e,2,1,0,0,0,2,4,3
10538131002,105381310,1053813,1,e,e,e,e,e,,1,0,0,0,1,6,3
10538131001,105381310,1053813,e,2,e,e,e,e,2,1,0,0,0,2,6,1
10538130501,105381305,1053813,1,e,e,e,e,e,,1,0,0,0,1,6,3
10538130601,105381306,1053813,e,e,e,4,e,e,2,1,0,0,0,2,4,1
10538132202,105381322,1053813,1,e,e,e,e,e,,1,0,0,0,2,5,3
10538132201,105381322,1053813,1,e,e,e,e,e,,1,0,0,0,2,5,1
10538132302,105381323,1053813,1,e,e,e,e,e,,1,0,0,0,2,5,3
10538132301,105381323,1053813,e,e,e,e,5,e,2,2,0,0,0,2,5,3
10538131702,105381317,1053813,1,e,e,e,e,e,,2,0,0,0,1,6,3
10538131701,105381317,1053813,e,2,e,e,e,6,,1,0,0,0,1,6,3
10538131301,105381313,1053813,e,2,e,e,e,e,3,1,0,0,0,2,6,1
10538131302,105381313,1053813,1,e,e,e,e,e,,1,0,0,0,1,5,3
10538130301,105381303,1053813,e,e,e,e,e,6,2,1,0,0,0,2,6,3
10538130302,105381303,1053813,e,2,e,e,e,e,2,1,0,0,0,1,6,3
10538132002,105381320,1053813,e,e,e,4,e,e,2,1,0,0,0,1,5,3
10538132001,105381320,1053813,e,e,e,4,e,6,,2,0,0,0,2,5,3
10538110301,105381103,1053811,e,2,e,e,5,e,,2,0,0,0,2,5,3
10538110302,105381103,1053811,e,2,e,4,e,e,,1,0,0,0,4,4,3
10538110402,105381104,1053811,1,e,e,e,e,e,,2,0,0,0,2,5,3
10538110101,105381101,1053811,1,e,e,e,e,e,,1,0,0,0,2,5,3
10538110102,105381101,1053811,e,2,e,e,e,e,3,1,0,0,0,2,5,3
10538111502,105381115,1053811,1,e,e,e,e,e,,1,0,0,0,1,5,3
10538111501,105381115,1053811,1,e,e,e,e,e,,2,0,0,0,2,5,3
10538110801,105381108,1053811,1,e,e,e,e,e,,1,0,0,0,2,5,3
10538110802,105381108,1053811,1,e,e,e,e,e,,2,0,0,0,2,5,3
10538111102,105381111,1053811,e,2,e,e,e,e,3,1,0,0,0,2,5,3
10538111101,105381111,1053811,e,2,e,e,e,e,3,1,0,0,0,2,4,3
10538110701,105381107,1053811,e,2,e,e,e,e,3,2,0,0,0,2,5,1
10538110702,105381107,1053811,e,2,e,e,e,e,3,1,0,0,0,2,5,2
10538111002,105381110,1053811,e,2,e,4,e,e,,2,0,0,0,2,5,3
10538111001,105381110,1053811,e,e,e,4,e,e,3,1,0,0,0,1,6,3
10538111402,105381114,1053811,e,2,e,e,e,e,3,1,0,0,0,2,5,3
10538111401,105381114,1053811,e,2,e,e,e,e,3,1,0,0,0,2,5,3
10538110902,105381109,1053811,e,2,e,e,e,e,3,2,0,0,0,2,5,1
10538110901,105381109,1053811,e,2,e,e,e,e,3,2,0,0,0,2,5,3
10538111202,105381112,1053811,1,e,e,e,e,e,,1,0,0,0,2,5,3
10538111201,105381112,1053811,e,e,e,4,e,e,3,1,0,0,0,2,5,1
10538110202,105381102,1053811,1,e,e,e,e,e,,1,0,0,0,2,5,3
10538110201,105381102,1053811,e,2,e,4,e,e,,1,0,0,0,2,3,3
10538110601,105381106,1053811,e,2,e,e,5,e,,1,0,0,0,1,5,3
10538110602,105381106,1053811,e,2,e,e,5,e,,1,0,0,0,2,5,3
10538110502,105381105,1053811,1,e,e,e,e,e,,1,0,0,0,2,5,3
10538110501,105381105,1053811,1,e,e,e,e,e,,1,0,0,0,2,5,3
10538111301,105381113,1053811,e,e,e,e,e,6,3,1,0,0,0,2,5,2
10825931401,108259314,1082593,e,e,e,4,e,e,3,2,0,0,0,2,4,3
10825932601,108259326,1082593,1,e,e,e,e,e,,1,0,0,0,2,5,3
10825932602,108259326,1082593,1,e,e,e,e,e,,1,0,0,0,1,6,2
10825932501,108259325,1082593,e,e,e,4,e,e,3,2,0,0,0,3,4,3
10825931802,108259318,1082593,e,2,e,e,e,e,3,2,0,0,0,2,5,3
10825931801,108259318,1082593,e,2,e,e,e,e,3,2,0,0,0,2,5,3
10825930201,108259302,1082593,e,e,e,4,e,e,2,2,0,0,0,3,5,1
10825930202,108259302,1082593,e,2,e,4,e,e,,1,0,0,0,2,6,1
10825930602,108259306,1082593,e,2,e,4,e,e,,1,0,0,0,1,6,3
10825930601,108259306,1082593,e,2,e,4,e,e,,1,0,0,0,1,1,3
10825931702,108259317,1082593,1,e,e,e,e,e,,1,0,0,0,1,6,3
10825931701,108259317,1082593,1,e,e,e,e,e,,1,0,0,0,1,6,3
10825931002,108259310,1082593,e,2,e,e,e,e,3,2,0,0,0,4,5,3
10825931001,108259310,1082593,e,2,e,e,e,e,3,2,0,0,0,4,4,3
10825932102,108259321,1082593,e,e,e,4,e,e,3,1,0,0,0,2,6,3
10825932101,108259321,1082593,e,e,e,4,e,e,3,1,0,0,0,2,6,3
10825932002,108259320,1082593,e,e,e,4,e,e,3,4,0,0,0,4,5,3
10825932001,108259320,1082593,e,e,3,e,e,e,3,4,0,0,0,3,4,3
10825931901,108259319,1082593,e,e,e,e,e,6,3,2,0,0,0,3,5,3
10825931902,108259319,1082593,e,2,e,e,e,6,,2,0,0,0,3,5,3
10825933001,108259330,1082593,e,e,e,e,5,e,1,2,0,0,0,3,4,1
10825931201,108259312,1082593,e,2,e,e,e,e,3,2,0,0,0,2,5,3
10825931202,108259312,1082593,e,2,e,e,e,e,3,2,0,0,0,4,5,3
10825930302,108259303,1082593,e,e,e,4,e,6,,1,0,0,0,2,6,3
10825930301,108259303,1082593,e,e,e,e,e,6,2,1,0,0,0,2,5,3
10825932802,108259328,1082593,e,2,e,4,e,e,,2,0,0,0,3,4,3
10825932801,108259328,1082593,e,2,e,4,e,e,,2,0,0,0,2,4,3
10825930901,108259309,1082593,1,e,e,e,e,e,,1,0,0,0,2,5,2
10825930902,108259309,1082593,1,e,e,e,e,e,,1,0,0,0,2,6,3
10825932301,108259323,1082593,e,2,e,e,e,e,2,1,0,0,0,2,5,3
10825932302,108259323,1082593,e,2,e,e,e,e,2,1,0,0,0,2,5,3
10825933102,108259331,1082593,e,2,3,e,e,e,,1,0,0,0,2,5,3
10825933101,108259331,1082593,e,e,3,e,e,e,3,3,0,0,0,2,1,3
10825931302,108259313,1082593,1,e,e,e,e,e,,1,0,0,0,1,6,3
10825931301,108259313,1082593,1,e,e,e,e,e,,1,0,0,0,2,6,3
10825931601,108259316,1082593,e,2,e,4,e,e,,1,0,0,0,2,6,3
10825931602,108259316,1082593,e,2,e,4,e,e,,1,0,0,0,1,6,1
10825932701,108259327,1082593,e,2,e,e,e,e,3,1,0,0,0,1,5,3
10825932702,108259327,1082593,e,2,e,e,e,e,3,2,0,0,0,2,5,3
10825930801,108259308,1082593,e,2,e,4,e,e,,2,0,0,0,2,6,3
10825930802,108259308,1082593,e,2,e,4,e,6,,1,0,0,0,2,5,3
10825931502,108259315,1082593,1,e,e,e,e,e,,2,0,0,0,3,4,3
10825931501,108259315,1082593,e,2,e,e,e,e,3,2,0,0,0,3,4,3
10825933201,108259332,1082593,1,e,e,e,e,e,,2,0,0,0,2,6,3
10825933202,108259332,1082593,e,2,e,4,e,e,,3,0,0,0,1,6,3
10825930101,108259301,1082593,e,2,e,e,e,e,3,2,0,0,0,2,5,3
10825930102,108259301,1082593,e,2,e,e,e,e,3,2,0,0,0,2,5,3
10825932201,108259322,1082593,e,e,e,4,e,e,2,5,1,e,e,2,5,3
10825930501,108259305,1082593,e,2,e,e,e,e,3,2,0,0,0,2,5,3
10825930502,108259305,1082593,e,2,e,4,e,6,,2,0,0,0,2,5,3
10825930402,108259304,1082593,e,2,e,e,e,e,2,1,0,0,0,2,5,3
10825930401,108259304,1082593,e,2,e,e,e,e,2,1,0,0,0,2,5,2
10825932902,108259329,1082593,e,2,e,e,e,e,2,2,0,0,0,3,5,1
10825932901,108259329,1082593,e,2,e,e,e,e,2,3,0,0,0,3,5,2
10825931101,108259311,1082593,e,2,e,e,e,e,3,2,0,0,0,2,5,3
10825931102,108259311,1082593,e,2,e,e,e,e,3,2,0,0,0,2,4,3
10825930701,108259307,1082593,e,2,e,e,e,e,3,2,0,0,0,1,6,3
10825930702,108259307,1082593,e,2,e,e,e,e,3,2,0,0,0,2,5,3
10825932402,108259324,1082593,e,2,e,e,e,e,2,2,0,0,0,2,5,3
10825932401,108259324,1082593,e,2,e,e,e,e,2,1,0,0,0,2,6,3
10825912501,108259125,1082591,e,2,e,e,e,e,3,2,0,0,0,3,5,3
10825912502,108259125,1082591,e,2,e,e,e,e,3,2,0,0,0,2,5,3
10825910302,108259103,1082591,e,2,e,4,e,e,,e,0,0,0,2,4,3
10825910301,108259103,1082591,e,2,e,4,e,e,,2,0,0,0,4,3,3
10825911002,108259110,1082591,e,2,e,4,e,e,,1,0,0,0,2,5,1
10825911001,108259110,1082591,e,2,e,4,e,e,,1,0,0,0,2,5,1
10825912901,108259129,1082591,e,2,e,4,5,e,,1,0,0,0,2,5,1
10825912902,108259129,1082591,e,2,e,4,5,e,,2,0,0,0,2,5,1
10825912601,108259126,1082591,e,2,e,e,e,e,2,3,0,0,0,2,5,1
10825912602,108259126,1082591,e,2,e,e,e,e,1,2,0,0,0,2,5,2
10825910602,108259106,1082591,e,2,e,e,e,e,3,2,0,0,0,4,4,3
10825910601,108259106,1082591,e,2,e,e,e,e,3,2,0,0,0,4,4,3
10825911902,108259119,1082591,e,2,e,e,e,6,,3,0,0,0,4,4,2
10825911901,108259119,1082591,e,2,e,e,e,6,,3,0,0,0,3,4,3
10825911402,108259114,1082591,e,2,e,4,e,e,,2,0,0,0,4,3,3
10825911401,108259114,1082591,e,2,e,4,e,e,,3,0,0,0,4,4,3
10825913202,108259132,1082591,e,2,e,e,e,e,2,1,0,0,0,2,5,3
10825913201,108259132,1082591,e,2,e,e,e,e,2,1,0,0,0,2,5,1
10825910701,108259107,1082591,e,2,e,e,5,e,,1,0,0,0,2,5,3
10825910702,108259107,1082591,e,2,e,e,5,e,,1,0,0,0,2,6,2
10825911202,108259112,1082591,e,2,e,4,e,e,,1,0,0,0,3,5,2
10825911201,108259112,1082591,e,2,e,4,e,e,,1,0,0,0,2,4,2
10825913102,108259131,1082591,e,2,e,e,e,e,3,2,0,0,0,2,5,3
10825913101,108259131,1082591,e,2,e,e,e,e,3,2,0,0,0,2,4,3
10825911501,108259115,1082591,e,2,e,e,e,e,3,2,0,0,0,2,5,3
10825911502,108259115,1082591,e,2,e,e,e,e,3,2,0,0,0,3,5,3
10825910101,108259101,1082591,e,2,e,e,e,e,3,2,0,0,0,4,4,3
10825910102,108259101,1082591,e,2,e,e,e,e,3,2,0,0,0,3,5,3
10825912801,108259128,1082591,e,e,3,e,e,e,3,1,0,0,0,3,5,1
10825913401,108259134,1082591,e,2,e,4,e,e,,1,0,0,0,2,5,1
10825913402,108259134,1082591,e,2,e,4,e,e,,1,0,0,0,2,5,1
10825910902,108259109,1082591,e,2,e,e,e,e,2,2,0,0,0,2,5,1
10825910901,108259109,1082591,e,2,e,e,e,e,1,1,0,0,0,2,5,1
10825910202,108259102,1082591,e,2,e,4,e,e,,2,0,0,0,2,5,3
10825910201,108259102,1082591,e,2,e,4,e,e,,2,0,0,0,2,4,3
10825912401,108259124,1082591,1,e,e,e,e,e,,2,0,0,0,4,4,3
10825911801,108259118,1082591,1,e,e,e,e,e,,2,0,0,0,2,5,3
10825911802,108259118,1082591,1,e,e,e,e,e,,2,0,0,0,2,5,3
10825911102,108259111,1082591,e,2,e,4,5,e,,2,0,0,0,2,5,1
10825911101,108259111,1082591,e,2,e,4,5,e,,2,0,0,0,2,5,1
10825912202,108259122,1082591,e,2,e,4,5,e,,1,0,0,0,2,5,1
10825912201,108259122,1082591,e,2,e,4,5,e,,1,0,0,0,2,5,1
10825911701,108259117,1082591,e,e,e,4,e,e,3,2,0,0,0,4,4,2
10825910401,108259104,1082591,e,e,e,e,5,e,3,1,0,0,0,2,5,3
10825910402,108259104,1082591,1,e,e,e,5,e,,1,0,0,0,2,6,3
10825910501,108259105,1082591,e,2,e,4,e,e,,2,0,0,0,1,5,1
10825910502,108259105,1082591,e,2,e,4,5,e,,1,0,0,0,2,5,1
10825912301,108259123,1082591,e,2,e,4,e,e,,2,0,0,0,2,4,3
10825912302,108259123,1082591,e,2,e,4,e,e,,2,0,0,0,2,4,3
10825911302,108259113,1082591,e,e,e,4,5,6,,2,0,0,0,3,4,3
10825911301,108259113,1082591,e,2,e,4,5,e,,3,0,0,0,2,5,1
10825912001,108259120,1082591,e,2,e,e,e,e,2,1,0,0,0,2,5,1
10825912002,108259120,1082591,e,2,e,e,e,e,2,1,0,0,0,2,5,1
10825913301,108259133,1082591,e,e,e,4,e,e,2,1,0,0,0,2,5,2
10825913302,108259133,1082591,e,e,e,4,e,e,2,1,0,0,0,2,5,2
10825913001,108259130,1082591,e,2,e,e,e,e,3,2,0,0,0,2,5,3
10825913002,108259130,1082591,e,2,e,e,e,e,3,2,0,0,0,2,4,3
10825910801,108259108,1082591,0,0,0,0,0,0,,0,0,0,0,,,
10825912101,108259121,1082591,e,2,e,4,e,e,,2,0,0,0,4,4,3
10825912102,108259121,1082591,e,2,e,4,e,e,,3,0,0,0,4,4,2
10825912702,108259127,1082591,e,2,e,4,e,e,,3,0,0,0,4,3,3
10825912701,108259127,1082591,e,2,e,4,5,e,,3,0,0,0,4,4,3
10825911602,108259116,1082591,e,2,e,4,e,e,,2,0,0,0,4,4,3
10825911601,108259116,1082591,e,2,e,4,e,e,,2,0,0,0,4,4,3
10825921402,108259214,1082592,e,2,e,e,e,e,1,2,0,0,0,2,5,1
10825921401,108259214,1082592,e,e,e,e,5,e,2,1,0,0,0,2,5,1
10825921001,108259210,1082592,e,e,e,4,e,e,3,3,0,0,0,3,4,3
10825920502,108259205,1082592,e,2,e,4,e,e,,1,0,0,0,3,4,1
10825920501,108259205,1082592,e,2,e,4,e,e,,1,0,0,0,2,5,1
10825920401,108259204,1082592,e,2,e,e,e,e,2,1,0,0,0,2,5,1
10825920402,108259204,1082592,e,2,e,e,e,e,2,2,0,0,0,2,5,1
10825921202,108259212,1082592,e,2,e,e,e,e,3,3,0,0,0,3,4,3
10825921201,108259212,1082592,e,2,e,e,e,e,3,3,0,0,0,3,3,3
10825922102,108259221,1082592,e,2,e,4,e,e,,1,0,0,0,2,5,1
10825922101,108259221,1082592,e,2,e,4,5,e,,2,0,0,0,2,3,1
10825920602,108259206,1082592,e,2,e,e,e,e,3,2,0,0,0,3,4,3
10825920601,108259206,1082592,e,2,e,e,e,e,3,2,0,0,0,3,4,3
10825920902,108259209,1082592,e,2,e,e,e,e,3,3,0,0,0,4,4,3
10825920901,108259209,1082592,e,2,e,4,e,e,,4,0,0,0,4,3,3
10825923702,108259237,1082592,e,2,e,e,e,6,,2,0,0,0,3,5,1
10825923701,108259237,1082592,e,2,e,e,e,e,3,2,0,0,0,2,5,1
10825924102,108259241,1082592,e,2,e,e,e,e,3,3,0,0,0,3,4,3
10825924101,108259241,1082592,e,2,e,4,e,e,,3,0,0,0,3,4,3
10825920201,108259202,1082592,e,2,e,e,e,e,3,2,0,0,0,3,4,3
10825920202,108259202,1082592,e,2,e,e,e,e,3,2,0,0,0,2,4,3
10825923401,108259234,1082592,e,2,e,4,5,e,,1,0,0,0,2,5,1
10825923402,108259234,1082592,e,2,e,4,5,e,,2,0,0,0,2,5,1
10825923301,108259233,1082592,e,e,e,4,5,e,,1,0,0,0,2,5,1
10825923202,108259232,1082592,e,2,e,e,e,e,3,2,0,0,0,2,4,3
10825923201,108259232,1082592,e,2,e,e,e,e,3,2,0,0,0,2,4,3
10825921702,108259217,1082592,e,2,e,e,e,e,2,1,0,0,0,2,5,1
10825921701,108259217,1082592,e,2,e,e,e,e,2,1,0,0,0,2,5,1
10825922302,108259223,1082592,e,2,e,e,e,6,,3,0,0,0,2,4,3
10825922301,108259223,1082592,e,2,e,e,e,6,,2,0,0,0,4,2,3
10825922001,108259220,1082592,e,2,e,e,5,e,,1,0,0,0,2,5,1
10825922002,108259220,1082592,e,2,e,e,5,e,,1,0,0,0,2,5,1
10825922701,108259227,1082592,e,e,e,4,5,e,,1,0,0,0,2,5,1
10825923902,108259239,1082592,e,2,e,e,e,e,3,2,0,0,0,2,4,3
10825923901,108259239,1082592,e,2,e,e,e,e,3,2,0,0,0,4,4,3
10825922901,108259229,1082592,e,2,e,4,5,e,,1,0,0,0,3,4,1
10825922902,108259229,1082592,e,2,e,4,5,e,,1,0,0,0,3,4,1
10825924202,108259242,1082592,e,2,e,e,e,e,3,3,0,0,0,4,3,3
10825924201,108259242,1082592,e,2,e,e,e,e,3,3,0,0,0,3,4,3
