householdID,communityID,i001,i002,i003,i004,i005,i005_1,i006,i007,i008,i009,i010,i011,i012_1,i012_2,i012_3,i012_4,i012_5,i013,i014s1,i014s2,i015,i016,i017,i018,i019,i020,i021,i022,i023,i024,i025,i026
108206301,1082063,70,1000,2,2,d,5,1,1,,,2,1,2,1,1,1,0,,1,e,2,2,2,3,2,2,6,6,2,2,4,3
108206312,1082063,50,2000,2,2,1990,,1,2,,,1,,2,0,1,1,0,,1,e,2,2,2,3,2,2,6,6,2,2,3,3
108206311,1082063,40,150,2,9,1980,,1,1,,,2,1,2,1,1,1,0,,1,e,2,2,2,3,2,2,6,6,2,2,4,3
108206314,1082063,80,99,2,2,1991,,1,2,,,1,,2,1,1,1,0,,1,e,2,2,2,3,2,2,6,6,2,2,3,3
108206326,1082063,45,1000,2,9,1993,,1,1,,,2,1,1,1,1,1,0,,1,e,2,2,2,3,2,2,6,6,2,2,4,3
108206324,1082063,56,1000,2,2,1986,,1,2,,,1,,2,1,1,1,0,,1,e,2,2,2,3,2,2,6,6,2,2,3,3
108206305,1082063,60,660,2,2,1988,,1,2,,,1,,2,1,1,1,0,,1,e,2,2,2,3,2,2,6,6,2,2,4,2
108206315,1082063,16,0,2,2,2009,,1,2,,,2,1,1,0,0,0,0,20,1,e,2,2,2,3,2,2,6,6,2,2,4,3
108206321,1082063,65,1000,2,2,1991,,1,2,,,1,,1,1,1,1,0,,1,e,2,2,2,3,2,2,6,6,2,2,3,2
108206328,1082063,100,1600,2,2,1988,,1,1,,,2,1,2,1,1,1,0,,1,e,2,2,2,3,2,2,6,6,2,2,4,3
108206325,1082063,40,150,2,9,1980,,1,1,,,2,1,1,1,1,1,0,,1,e,2,2,2,3,2,2,6,6,2,2,4,3
108206319,1082063,70,400,2,4,d,4,1,2,,,1,,1,1,1,1,0,,1,e,2,2,2,3,2,2,6,6,1,2,3,3
108206303,1082063,80,150,2,2,1992,,1,1,,,2,1,2,1,1,1,0,,1,e,2,2,2,3,2,2,6,6,2,2,4,3
108206322,1082063,50,660,2,2,d,3,1,2,,,1,,1,1,1,1,0,,1,e,2,2,2,3,2,2,6,6,2,2,4,4
108206317,1082063,50,150,2,9,1993,,1,1,,,2,1,1,0,1,1,0,,1,e,2,2,2,3,2,2,6,6,2,2,4,3
108206309,1082063,70,2000,2,9,1996,,1,1,,,2,1,2,1,1,1,0,,1,e,2,2,2,3,2,2,6,6,2,2,4,3
108206307,1082063,27,420,2,2,1995,,1,2,,,1,,1,0,1,1,0,,1,e,2,2,2,3,2,2,6,6,2,2,4,2
108206329,1082063,60,600,2,9,1980,,1,1,,,2,1,2,1,1,1,0,,1,e,2,2,2,3,2,2,6,6,2,2,4,3
108206308,1082063,50,300,2,2,d,6,1,2,,,1,,2,1,0,1,0,7,1,e,2,2,2,3,2,2,6,6,2,2,3,3
108206323,1082063,45,200,2,2,1988,,1,1,,,2,1,2,1,1,1,0,,1,e,2,2,2,3,2,2,6,6,2,2,4,3
108206318,1082063,20,20,2,2,1971,,1,2,,,1,,1,1,1,1,0,,1,e,2,2,2,3,2,2,6,6,2,2,4,2
108206304,1082063,36,114,2,2,1970,,1,2,,,1,,1,1,1,1,0,,1,e,2,2,2,3,2,2,6,6,2,2,3,2
108206306,1082063,30,100,2,2,d,6,1,2,,,1,,1,1,1,1,0,,1,e,2,2,2,3,2,2,6,6,2,2,3,3
108206327,1082063,40,150,2,9,1990,,1,1,,,2,1,1,1,1,1,0,,1,e,2,2,2,3,2,2,6,6,2,2,4,3
105102312,1051023,54,110,2,9,1975,,1,1,,,2,1,1,1,1,1,0,,1,e,2,2,2,3,2,2,2,1,2,2,1,3
105102314,1051023,70,0,1,2,2000,,1,1,,,2,1,2,1,0,1,0,10,1,e,2,2,2,3,2,1,,2,1,2,3,3
105102313,1051023,150,400,2,2,1993,,1,1,,,2,1,2,2,0,1,0,30,1,e,2,2,2,3,2,2,2,2,1,2,3,3
105102317,1051023,86,150,2,2,1978,,1,1,,,2,1,5,2,1,1,0,,1,e,2,2,2,3,2,2,2,5,1,2,4,3
105102322,1051023,140,300,2,2,2003,,1,1,,,2,1,4,0,0,1,0,5,1,e,2,2,2,2,2,2,2,5,1,2,4,3
105102315,1051023,60,185,2,9,1990,,1,1,,,2,1,2,0,0,1,0,20,1,e,2,2,2,3,2,2,2,5,1,2,3,3
105102321,1051023,89,0,2,1,2007,,2,,5,2,2,2,3,1,1,1,1,,e,2,1,1,1,2,2,1,,4,1,1,2,3
105102326,1051023,85,0,2,1,2007,,2,,4,2,2,4,2,1,1,1,1,,1,e,1,1,1,2,2,1,,2,1,2,1,3
105102327,1051023,90,160,2,2,1969,,1,1,,,2,1,3,1,0,1,0,20,1,e,2,2,2,3,2,2,2,2,1,2,2,3
105102320,1051023,60,60,2,1,2007,,2,,4,2,2,4,2,1,1,1,1,,1,e,1,1,1,3,2,1,,2,2,2,1,3
105102310,1051023,80,0,2,1,2008,,2,,1,,2,1,2,1,1,1,1,,e,2,1,1,1,2,2,1,,5,2,2,2,3
105102316,1051023,200,400,2,2,1980,,1,1,,,2,1,1,0,2,1,0,,1,e,2,2,2,3,2,2,2,4,2,2,3,3
105102325,1051023,80,80,2,1,2008,,2,,2,2,2,3,2,1,1,1,1,,e,2,1,1,1,2,2,1,,4,1,2,1,3
105102308,1051023,63,d,2,1,2009,,2,,2,2,2,2,3,1,1,1,1,,e,2,1,1,1,2,2,1,,5,1,1,2,3
105102305,1051023,84,300,2,2,1979,,1,1,,,2,1,3,0,0,0,0,15,1,e,2,2,2,3,2,2,2,5,2,2,4,3
105102302,1051023,80,80,2,1,2007,,2,,4,2,2,4,2,1,1,1,0,,1,e,1,1,1,2,2,1,,4,1,1,1,3
105102304,1051023,69,69,2,1,2007,,2,,3,2,2,4,2,1,1,1,1,,1,e,1,1,1,2,2,1,,2,2,2,1,3
105102306,1051023,85,85,2,1,2005,,2,,2,2,2,4,3,1,1,1,1,,e,2,1,1,1,2,2,1,,5,1,1,2,3
105102303,1051023,50,50,2,1,d,2,2,,6,2,2,4,2,1,1,1,0,,e,2,1,1,1,3,2,1,,4,2,2,3,3
105102323,1051023,57,67,2,1,2005,,2,,3,2,2,4,2,1,1,1,0,,e,2,1,1,1,2,2,1,,5,2,1,3,3
105102309,1051023,90,90,2,1,1999,,2,,1,,2,1,3,1,1,1,1,,e,2,1,1,1,2,2,1,,4,2,1,1,3
105102324,1051023,80,80,2,1,d,4,2,,3,2,2,4,3,1,1,1,1,,e,2,1,1,1,2,2,1,,4,2,2,3,3
105102311,1051023,60,60,2,1,2008,,2,,3,2,2,4,1,1,1,1,0,,1,e,1,1,1,3,2,1,,4,1,2,2,3
105102301,1051023,54,180,2,2,d,4,1,1,,,2,1,3,0,0,1,0,5,1,e,2,2,2,3,2,2,2,5,1,2,3,3
105102107,1051021,80,200,2,9,1971,,1,1,,,2,1,2,0,1,1,0,,1,e,2,2,2,3,2,2,6,6,2,2,4,3
105102102,1051021,60,500,2,2,1970,,1,1,,,2,1,2,0,1,1,0,,1,e,2,2,2,3,2,2,2,6,2,2,4,3
105102125,1051021,90,360,2,9,d,5,1,1,,,2,1,3,0,1,1,0,,1,e,2,2,2,3,2,2,6,6,2,2,4,3
105102136,1051021,80,400,2,2,1985,,1,1,,,2,1,2,1,1,1,0,,1,e,2,2,2,3,2,2,2,5,2,2,1,3
105102134,1051021,100,230,2,9,1974,,1,1,,,2,1,3,0,1,1,0,,1,e,2,2,2,3,2,2,6,6,1,2,4,3
105102130,1051021,43,400,2,9,1975,,1,1,,,2,1,2,0,0,0,0,5,1,e,2,2,2,3,2,2,2,6,2,2,3,3
105102131,1051021,60,120,2,2,2000,,1,1,,,2,1,2,1,1,1,0,,1,e,2,2,2,3,2,2,2,6,2,2,2,3
105102109,1051021,100,500,2,9,d,5,1,1,,,2,1,3,0,1,1,0,,1,e,2,2,2,3,2,2,6,5,2,2,4,3
105102124,1051021,60,400,2,2,1981,,1,1,,,2,1,2,0,1,1,0,,1,e,2,2,2,3,2,2,2,6,2,2,1,3
105102122,1051021,150,200,2,2,d,6,1,1,,,2,1,4,0,1,1,0,,1,e,2,2,2,3,2,2,2,6,2,2,4,3
105102128,1051021,60,300,2,2,1970,,1,1,,,2,1,1,1,1,1,0,,1,e,2,2,2,3,2,2,6,6,1,2,1,3
105102111,1051021,86,d,2,9,d,6,1,1,,,2,1,2,0,1,1,0,,1,e,2,2,2,3,2,2,6,6,2,2,4,3
105102112,1051021,30,100,2,2,1960,,1,1,,,2,1,1,0,1,1,0,,1,e,2,2,2,3,2,2,2,6,2,2,3,2
105102129,1051021,87,230,2,9,d,4,1,1,,,2,1,2,0,1,1,0,,1,e,2,2,2,3,2,2,2,6,2,2,3,3
105102115,1051021,70,180,2,2,1984,,1,1,,,1,,1,1,1,1,0,,1,e,2,2,2,3,2,2,2,2,2,2,1,3
105102116,1051021,136,600,2,9,2005,,1,1,,,2,1,2,0,0,1,0,20,1,e,2,2,2,3,2,2,6,6,2,2,2,3
105102137,1051021,80,760,2,2,2003,,1,1,,,1,,4,0,1,1,0,,1,e,2,2,2,3,2,2,2,5,2,2,3,3
105102123,1051021,147,500,2,2,d,3,1,1,,,2,1,3,0,1,1,0,,1,e,2,2,2,3,2,2,2,4,2,2,2,3
105102118,1051021,100,200,2,2,1996,,1,1,,,2,1,3,0,0,1,0,10,1,e,2,2,2,3,2,2,2,6,1,2,2,3
105102108,1051021,150,600,2,2,1979,,1,1,,,2,1,6,0,1,1,0,,1,e,1,2,2,2,2,2,2,5,2,2,4,3
105102104,1051021,60,1000,2,2,1999,,1,1,,,2,1,1,1,1,1,0,,1,e,2,2,2,2,2,2,2,4,2,2,1,3
105102117,1051021,130,130,1,2,1991,,1,1,,,2,1,2,0,0,1,0,60,1,e,2,2,2,3,2,2,6,6,1,2,4,3
105102135,1051021,80,200,2,2,2007,,1,1,,,2,1,1,1,1,1,0,,1,e,1,1,1,2,2,2,2,1,2,2,1,3
105102127,1051021,70,150,1,2,2007,,1,1,,,2,1,3,0,0,1,0,20,1,e,2,2,2,3,2,1,,5,1,1,4,3
105102119,1051021,80,1080,2,2,2008,,1,1,,,2,1,1,1,1,1,0,,1,e,2,2,2,3,2,2,2,5,1,2,1,3
105102120,1051021,60,300,2,2,2010,,1,1,,,2,1,2,1,1,1,0,,1,e,2,2,2,3,2,2,4,4,2,2,2,3
105102113,1051021,32,1000,1,2,2008,e,1,1,,,2,1,1,0,1,0,0,,1,e,2,2,2,3,2,2,6,6,2,2,4,3
105102121,1051021,32,32,2,2,2008,,1,1,,,2,1,1,0,1,1,0,,1,e,2,2,2,3,2,2,2,6,2,2,2,2
105102126,1051021,98,400,2,9,1970,,1,1,,,2,1,4,0,1,1,0,,1,e,2,2,2,3,2,2,2,6,2,2,5,3
105102110,1051021,120,500,2,2,2006,,1,1,,,2,1,3,1,1,1,0,,1,e,2,2,2,2,2,2,6,6,1,2,1,3
105102106,1051021,70,700,2,2,1998,,1,1,,,2,1,3,0,0,1,0,20,1,e,2,2,2,3,2,2,2,4,1,1,4,3
105102114,1051021,30,120,2,2,1982,,1,1,,,2,1,1,1,1,1,0,,1,e,2,2,2,3,2,2,2,6,2,2,2,3
105102101,1051021,40,60,2,2,2009,,1,1,,,2,1,1,1,1,1,0,,1,e,2,2,2,3,2,2,2,5,2,2,4,3
105102133,1051021,35,d,1,2,2008,,1,1,,,2,1,1,0,1,1,0,20,1,e,2,2,2,3,2,2,6,5,2,2,4,3
105102132,1051021,110,600,2,2,2009,,1,1,,,2,1,2,1,1,1,0,,e,2,2,2,2,2,2,2,2,5,1,1,2,3
105102105,1051021,80,80,1,2,1984,,1,1,,,2,1,4,0,0,1,0,10,1,e,2,2,2,3,2,2,2,5,1,2,4,3
105102103,1051021,120,3000,2,2,2005,,1,1,,,1,,2,1,1,1,0,,1,e,2,2,2,3,2,2,2,4,2,2,1,3
105102228,1051022,48,48,2,1,2001,,2,,2,2,2,d,1,0,1,1,1,,e,2,1,1,1,2,2,1,,5,1,1,3,3
105102222,1051022,40,100,2,9,d,2,1,2,,,2,1,2,0,0,1,0,6,1,e,2,2,2,3,2,2,2,4,2,2,2,3
105102238,1051022,90,300,2,2,d,3,1,1,,,2,1,3,0,0,0,0,10,1,e,2,2,2,2,2,2,2,4,2,2,4,3
105102210,1051022,100,400,2,2,1968,,1,1,,,2,1,1,1,1,1,0,,1,e,2,2,2,3,2,2,2,5,2,2,2,3
105102232,1051022,100,300,2,2,d,4,1,1,,,2,1,2,1,0,1,0,20,1,e,2,2,2,3,2,2,2,5,2,2,2,3
105102201,1051022,70,300,2,2,1986,,1,1,,,2,1,2,1,1,1,0,,1,e,2,2,2,3,2,2,2,4,2,2,1,3
105102218,1051022,160,320,2,2,d,4,1,1,,,2,1,3,1,1,1,0,,1,e,2,2,2,3,2,2,2,5,2,2,2,3
105102224,1051022,63,300,2,2,d,4,1,1,,,2,1,3,0,0,0,0,10,1,e,2,2,2,3,2,2,2,5,1,2,3,3
105102240,1051022,170,300,2,1,2000,,1,1,,,2,1,3,1,1,1,0,,1,e,2,2,2,3,2,2,2,4,2,2,2,3
105102212,1051022,60,270,2,2,d,3,1,1,,,2,1,3,0,0,1,0,5,1,e,2,2,2,3,2,2,2,5,2,2,2,3
105102211,1051022,120,d,2,2,d,4,1,1,,,2,1,2,1,0,1,0,15,1,e,2,2,2,3,2,2,2,5,2,1,3,3
105102237,1051022,70,100,2,2,1990,,1,1,,,2,1,2,0,0,1,0,3,1,e,2,2,2,3,2,2,2,5,2,2,1,3
105102226,1051022,97,320,2,2,1990,,1,1,,,2,1,3,0,0,1,0,10,1,e,2,2,2,3,2,2,2,5,1,2,3,3
105102225,1051022,86,300,2,2,d,4,1,1,,,2,1,3,0,0,1,0,0,1,e,2,2,2,3,2,2,2,5,2,2,3,3
105102235,1051022,40,240,2,2,d,4,1,1,,,2,1,2,0,1,1,0,,1,e,2,2,2,3,2,2,2,4,2,2,2,3
105102206,1051022,40,200,2,9,d,4,1,1,,,2,1,2,0,0,1,0,15,1,e,2,2,2,3,2,2,2,5,2,2,2,3
105102202,1051022,90,500,2,2,1985,,1,1,,,2,1,3,0,1,1,0,,1,e,2,2,2,3,2,2,2,6,2,2,2,3
105102236,1051022,110,300,2,9,d,5,1,1,,,2,1,4,0,0,1,0,20,1,e,2,2,2,3,2,2,2,5,1,2,2,3
105102208,1051022,80,d,2,9,d,6,1,1,,,2,1,3,0,0,0,0,15,1,e,2,2,2,3,2,2,2,5,2,2,4,3
105102234,1051022,100,620,2,9,1978,,1,1,,,2,1,3,0,0,1,0,10,1,e,2,2,2,3,2,2,2,5,2,1,2,3
105102219,1051022,82,83,2,1,2008,,2,,4,2,2,4,2,1,1,1,0,,e,2,1,1,1,2,2,1,,5,2,2,1,3
105102220,1051022,100,400,2,2,1980,,1,1,,,2,1,3,1,1,1,0,,e,2,1,1,1,2,2,2,2,4,1,2,1,3
105102207,1051022,50,280,2,9,d,5,1,1,,,2,1,2,0,0,1,0,10,1,e,2,2,2,3,2,2,2,5,2,2,4,3
105102217,1051022,120,120,2,1,2001,,2,,3,2,2,3,3,1,1,1,1,,1,e,1,1,1,2,2,1,,4,1,2,1,3
105102233,1051022,91,91,2,1,2006,,2,,4,2,2,4,2,1,1,1,0,,1,e,1,1,1,2,2,1,,4,2,1,1,3
105102230,1051022,80,300,2,2,1987,,1,1,,,2,1,3,0,1,0,0,,1,e,2,2,2,3,2,2,2,5,2,2,2,3
105102214,1051022,50,200,2,2,1980,,1,1,,,2,1,2,0,0,0,0,10,1,e,2,2,2,3,2,2,2,5,1,2,4,3
105102227,1051022,30,120,2,2,1987,,1,1,,,2,1,1,0,1,1,0,,1,e,2,2,2,3,2,2,2,5,2,2,2,3
105102231,1051022,50,120,2,2,1986,,1,1,,,2,1,1,0,1,1,0,,1,e,2,2,2,3,2,2,2,1,2,2,2,3
105102215,1051022,d,d,1,2,1984,,1,1,,,2,1,4,0,0,1,0,20,1,e,2,2,2,3,2,2,2,5,2,2,4,3
105102216,1051022,75,280,2,2,1980,,1,1,,,2,1,2,1,1,1,0,,1,e,2,2,2,3,2,2,2,4,2,2,3,3
105102223,1051022,70,300,2,2,1983,,1,1,,,2,1,4,0,0,0,0,20,1,e,1,1,1,3,2,2,2,5,2,2,3,3
105102204,1051022,50,150,2,9,d,6,1,1,,,2,1,2,0,0,0,0,10,1,e,2,2,2,3,2,2,2,5,2,2,3,3
105102221,1051022,300,1000,2,2,1978,,1,1,,,2,1,2,1,1,1,0,,e,2,2,1,1,2,2,2,2,4,1,1,2,3
105102203,1051022,60,300,2,9,1980,,1,1,,,2,1,2,0,0,1,0,3,1,e,2,2,2,3,2,2,2,5,2,1,3,3
105102229,1051022,70,200,2,9,r,6,1,1,,,2,1,3,0,0,1,0,12,1,e,2,2,2,3,2,2,2,5,2,2,2,3
105102205,1051022,48,150,2,9,1988,,1,1,,,2,1,2,0,0,1,0,20,1,e,2,2,2,3,2,2,2,5,2,2,2,3
105102239,1051022,60,100,2,9,d,6,1,1,,,2,1,2,0,0,0,0,10,1,e,2,2,2,3,2,2,6,5,2,2,5,3
105102209,1051022,120,300,2,2,d,5,1,1,,,2,1,4,0,0,0,0,10,1,e,2,2,2,3,2,2,2,5,1,2,4,3
105102213,1051022,90,d,2,9,1971,,1,1,,,2,1,6,0,0,0,0,20,1,e,2,2,2,3,2,2,2,5,2,2,3,3
101791319,1017913,75,150,2,9,1980,,1,1,,,2,1,2,1,0,1,0,200,1,e,2,1,2,3,2,1,,7,2,2,2,3
101791304,1017913,150,300,2,2,2005,,1,1,,,2,1,3,1,0,0,0,0,d,d,2,1,2,3,2,2,7,7,2,2,2,3
101791305,1017913,70,200,2,9,1984,,1,1,,,2,1,1,1,0,1,0,100,1,e,2,1,2,3,2,2,7,7,2,2,3,3
101791315,1017913,80,400,2,3,1977,,1,1,,,2,1,2,1,0,1,0,0,d,d,d,1,2,3,2,2,6,6,1,2,3,3
101791311,1017913,50,120,2,2,d,4,1,1,,,1,,2,1,0,1,0,0,d,d,d,d,d,3,2,2,d,7,2,2,3,4
101791312,1017913,50,500,2,2,1986,,1,1,,,2,1,2,1,0,1,0,0,1,e,2,1,2,3,2,2,7,7,2,2,3,3
101791318,1017913,120,120,1,2,1995,,1,1,,,1,,4,0,0,0,0,r,r,r,r,1,2,3,2,2,7,7,2,2,4,3
101791303,1017913,d,d,2,d,2000,,1,1,,,2,1,3,1,0,1,0,0,d,d,2,2,2,3,2,2,7,7,2,2,2,3
101791309,1017913,75,100,2,2,2008,,1,1,,,2,1,3,1,0,1,0,10,1,e,2,2,2,3,2,2,7,7,2,2,3,3
101791317,1017913,50,100,2,3,2002,,1,1,,,1,,2,1,0,1,0,r,d,d,d,1,2,3,2,2,7,7,2,2,3,3
101791316,1017913,55,130,2,3,1990,,1,1,,,1,,2,1,0,1,0,d,d,d,d,2,2,3,2,2,7,7,2,2,3,3
101791306,1017913,50,200,2,2,1990,,1,1,,,2,1,1,1,0,0,0,0,1,e,2,2,2,3,2,2,7,7,2,2,3,3
101791301,1017913,60,200,2,9,2001,,1,1,,,2,1,2,0,0,1,0,0,d,d,2,2,2,3,2,2,7,7,2,2,3,3
101791320,1017913,90,200,2,2,2008,,1,1,,,2,1,1,1,0,1,0,0,1,e,2,2,2,3,2,1,,7,2,2,1,3
101791314,1017913,32,150,2,2,1978,,1,1,,,2,1,1,1,0,0,0,0,d,d,2,2,2,3,2,2,7,7,2,2,1,3
101791310,1017913,40,40,2,9,1984,,1,1,,,2,1,1,1,0,0,0,0,1,e,2,2,2,3,2,2,7,7,2,2,2,3
101791313,1017913,72,1200,2,2,1981,,1,1,,,2,1,3,1,0,1,0,100,1,e,2,1,2,3,2,2,7,7,2,2,2,3
101791307,1017913,50,200,2,9,1985,,1,1,,,2,1,3,1,0,1,0,80,1,e,2,2,2,3,2,1,,7,1,2,2,3
101791302,1017913,30,30,2,9,1993,,1,1,,,2,1,1,1,0,1,0,50,1,e,2,2,2,3,2,2,7,7,1,2,4,3
101791308,1017913,70,300,2,9,1980,,1,1,,,2,1,1,1,0,1,0,0,1,e,2,1,2,3,2,2,7,7,1,2,2,3
101791210,1017912,68,120,1,2,d,2,1,2,,,2,1,1,0,0,0,0,200,1,e,2,1,2,3,2,2,2,1,2,2,5,5
101791205,1017912,168,100,2,2,1968,,1,2,,,2,1,2,1,0,1,0,40,1,e,2,2,2,3,2,2,2,6,2,2,2,4
101791223,1017912,40,40,2,1,d,3,1,1,,,2,1,2,0,0,0,0,10,1,e,2,1,2,3,2,2,5,5,1,2,2,3
101791208,1017912,180,100,2,1,d,3,1,2,,,2,1,3,0,0,0,0,30,1,e,2,1,2,3,2,2,2,5,2,2,2,3
101791222,1017912,20,20,2,2,d,3,1,1,,,2,1,1,0,0,0,0,500,1,e,2,1,2,3,2,2,6,6,2,2,4,5
101791213,1017912,168,84,2,2,2001,,1,2,,,2,1,2,1,0,1,0,100,1,e,2,1,2,3,2,1,,5,2,2,1,3
101791221,1017912,168,100,2,1,1995,,1,2,,,2,1,3,1,0,1,0,300,1,e,2,1,2,3,2,2,2,5,2,2,2,3
101791202,1017912,30,90,2,2,2009,,1,1,,,2,1,1,0,0,0,0,300,1,e,2,1,2,3,2,2,2,1,2,2,1,1
101791207,1017912,90,120,2,1,2002,,1,1,,,2,2,2,1,1,1,0,,1,e,2,1,1,3,2,2,2,1,2,2,5,5
101791220,1017912,32,32,2,2,d,2,1,1,,,1,,1,0,0,0,0,300,1,e,2,1,1,3,2,2,5,5,2,2,4,5
101791219,1017912,32,32,2,2,2008,,1,1,,,1,,2,0,0,0,0,400,1,e,2,1,2,3,2,2,6,6,2,2,4,4
101791218,1017912,100,90,2,2,2003,,1,1,,,2,1,2,0,0,1,0,20,1,e,2,2,2,3,2,2,2,5,2,2,2,3
101791225,1017912,57,120,2,2,d,2,1,1,,,1,,2,0,0,0,0,200,1,e,2,1,2,3,2,2,2,7,2,2,5,5
101791217,1017912,17,17,2,2,d,2,1,1,,,1,,1,0,0,0,0,700,1,e,2,1,2,3,2,2,6,1,2,2,3,4
101791206,1017912,32,32,2,9,2001,,1,1,,,2,1,1,0,0,0,0,500,1,e,2,2,2,3,2,2,6,1,2,2,3,5
101791211,1017912,90,70,2,2,d,4,1,2,,,2,1,2,0,0,1,0,30,1,e,2,1,2,3,2,2,2,5,2,2,2,3
101791214,1017912,80,80,2,2,d,2,1,1,,,2,1,1,0,0,1,0,100,1,e,2,1,2,3,2,2,6,6,2,2,2,3
101791215,1017912,21,21,2,2,d,1,1,1,,,1,,1,0,0,0,0,200,1,e,2,1,2,3,2,2,6,6,2,2,5,5
101791209,1017912,98,92,2,5,2009,,1,1,,,1,,2,1,1,1,0,,1,e,2,1,2,3,2,2,2,1,2,2,3,4
101791216,1017912,90,90,1,2,d,6,1,1,,,1,,1,0,0,0,0,100,1,e,2,1,2,3,2,2,2,1,2,2,5,5
101791212,1017912,104,74,2,2,1988,,1,2,,,2,1,2,0,0,1,0,400,1,e,2,1,2,3,2,2,2,1,2,2,2,4
101791203,1017912,30,50,2,9,d,4,1,1,,,1,,1,0,0,0,0,700,1,e,2,1,2,3,2,2,6,6,2,2,4,5
101791201,1017912,94,120,2,2,2007,,1,1,,,1,,2,1,1,1,0,,1,e,2,1,2,3,2,2,6,1,2,2,3,4
101791224,1017912,70,120,2,3,2003,,1,1,,,2,1,2,1,1,0,0,,1,e,1,1,2,3,2,2,6,6,2,2,5,5
101791204,1017912,80,80,2,2,2003,,1,1,,,2,1,3,1,1,1,0,,1,e,2,1,2,3,2,2,2,1,2,2,3,3
101791116,1017911,70,200,2,9,1996,,1,1,,,2,1,1,1,0,1,0,100,1,e,2,1,2,3,2,2,7,7,2,2,3,3
101791107,1017911,60,300,2,9,d,6,1,1,,,2,1,1,0,0,1,0,0,1,e,2,2,2,3,2,2,7,7,2,2,3,3
101791115,1017911,30,30,2,9,2005,,1,1,,,2,1,1,0,0,1,0,100,1,e,2,2,2,3,2,2,7,7,2,2,4,3
101791119,1017911,20,20,2,3,1983,,1,1,,,1,,2,0,0,2,0,0,1,e,2,2,2,3,2,2,7,7,2,2,4,3
101791111,1017911,80,100,2,9,1985,,1,1,,,2,1,3,0,0,1,0,d,d,d,d,2,2,3,2,2,7,7,2,2,3,4
101791101,1017911,40,d,2,9,1998,,1,1,,,2,1,2,0,0,1,0,60,1,e,2,2,2,3,2,2,7,7,2,2,3,3
101791112,1017911,70,120,2,2,d,4,1,1,,,1,,3,2,0,1,0,0,1,e,2,1,2,3,2,2,7,7,2,2,4,3
101791113,1017911,80,d,2,2,2009,,1,1,,,1,,2,2,0,1,0,0,d,d,2,2,2,3,2,2,7,7,2,2,3,3
101791109,1017911,d,d,2,3,2009,,1,1,,,1,,3,1,0,1,0,0,d,d,2,2,2,3,2,2,7,7,2,2,3,3
101791114,1017911,40,50,2,9,1988,,1,1,,,2,1,2,1,0,1,0,d,d,d,2,1,2,3,2,2,7,7,2,2,4,4
101791104,1017911,60,200,2,2,1981,,1,1,,,2,1,1,1,0,1,0,10,1,e,2,1,2,3,2,2,7,7,2,2,3,3
101791120,1017911,70,110,2,9,1977,,1,1,,,1,,2,0,0,1,0,0,d,d,2,2,2,3,2,2,7,7,2,2,3,3
101791118,1017911,100,120,2,2,1999,,1,1,,,2,1,3,1,0,1,0,0,1,e,2,1,2,3,2,2,7,7,2,2,3,3
101791117,1017911,50,1000,2,9,2006,,1,1,,,1,,3,1,0,1,0,0,1,e,2,1,2,3,2,2,7,7,2,2,4,3
101791106,1017911,46,46,2,2,1998,,1,1,,,1,,3,1,0,1,0,0,1,e,2,2,2,3,2,2,7,7,2,2,2,3
101791105,1017911,100,100,2,9,1981,,1,1,,,2,1,2,0,0,1,0,50,1,e,2,1,2,3,2,2,7,7,1,2,3,3
101791102,1017911,60,d,2,9,1983,,1,1,,,2,1,3,0,0,0,0,50,1,e,2,1,2,3,2,2,7,7,2,2,3,4
101791103,1017911,50,70,2,9,1970,,1,1,,,2,1,2,0,0,1,0,0,d,d,d,1,2,3,2,2,7,7,2,2,4,4
101791110,1017911,30,10,2,9,1994,,1,1,,,1,,1,0,0,0,0,0,1,e,2,2,2,3,2,2,7,7,2,2,4,3
101791108,1017911,80,80,2,2,2008,,1,1,,,1,,2,1,0,1,0,0,1,e,2,2,2,3,2,2,7,7,2,2,3,4
162431302,1624313,44,44,2,1,1993,,2,,4,2,2,4,2,1,1,1,1,,e,2,1,1,1,3,2,1,,4,1,2,2,3
162431304,1624313,43,43,2,1,1989,,2,,2,2,2,4,2,1,1,1,1,,e,2,1,1,1,3,2,1,,4,1,2,2,3
162431301,1624313,55,55,2,1,2000,,2,,4,2,2,4,2,1,1,1,1,,e,2,1,1,1,3,2,1,,4,1,2,3,3
162431110,1624311,83,83,2,1,2006,,2,,2,2,2,3,2,1,1,1,1,,e,2,1,1,1,2,1,1,,2,1,1,2,2
162431105,1624311,85,85,2,1,2007,,2,,2,2,2,3,2,1,1,1,1,,e,2,1,1,1,2,1,1,,4,1,1,1,1
162431107,1624311,83,83,2,1,2006,,2,,3,1,2,1,2,1,1,1,1,,e,2,1,1,1,2,1,1,,2,1,1,2,2
162431112,1624311,45,45,2,3,1980,,2,,2,2,2,3,2,1,1,1,0,,1,e,2,1,1,3,2,1,,5,2,2,2,2
162431109,1624311,45,45,2,2,1980,,2,,1,,2,1,2,0,1,1,0,,1,e,1,1,1,3,2,1,,4,2,2,3,4
162431102,1624311,41,41,2,3,1992,,2,,2,2,2,3,1,1,1,1,1,,1,e,1,1,1,3,2,1,,4,1,2,2,3
162431108,1624311,58,58,2,1,1992,,2,,2,2,2,3,1,1,1,1,1,,e,2,1,1,1,3,2,1,,4,2,2,2,2
